Department,Course Number,Course Name,Request Type,Grade,StudentNumber
,ZATHTGVC,Central Varsity Girls TrkFld,E,11,2241045
,ZATHPMVC,Central Dance,E,11,2240506
,ZATHCWRG,Central Girls Wrestling,E,11,2241027
,ZATHTBVC,Central Varsity Boys TrkFld,E,9,2260469
,ZATHCWRG,Central Girls Wrestling,E,12,2230495
,ZATHSGVC,Central Varsity Girls Soccer,E,12,2230495
,ZATHBWJC,Central JV Boys Bowling,E,10,2250492
,ZATHVGJC,Central JV Girls Volleyball ,E,10,2250917
,ZATHCBVC,Central Boys X Country Varsity,E,11,2240509
,ZATHTBVC,Central Varsity Boys TrkFld,E,11,2240509
,ZATHCHJC,Central JV Cheerleading,E,10,2250494
,ZATHSBVC,Central Boys Soccer Varsity,E,12,2230490
,ZATHCGVC,Cent. Girls X Country Varsity,E,10,2250496
,ZATHTGVC,Central Varsity Girls TrkFld,E,10,2250496
,ZATHSGVC,Central Varsity Girls Soccer,E,12,2230504
,ZATHWRJC,Central JV Wrestling,E,11,2240525
,ZATHSGVC,Central Varsity Girls Soccer,E,12,2230508
,ZATHBGVC,Central Varsity Girls Bowling,E,12,2230510
,ZATHBGVC,Central Varsity Girls Bowling,E,11,2240957
,ZATHFBVC,Central Football Varsity,E,12,4230524
,ZATHPMVC,Central Dance,E,12,2230512
,ZATHKBFC,Central Freshman Boys Basketba,E,9,2260477
,ZATHTGVC,Central Varsity Girls TrkFld,E,12,4230532
,ZATHFBFC ,Central Freshman Football,E,9,2260481
,ZATHKBFC,Central Freshman Boys Basketba,E,9,2260481
,ZATHTBVC,Central Varsity Boys TrkFld,E,12,2230521
,ZATHFBFC ,Central Freshman Football,E,9,2260934
,ZATHCWRG,Central Girls Wrestling,E,11,2240518
,ZATHSFVC,Central Varsity Softball,E,11,2240518
,ZATHSBVC,Central Boys Soccer Varsity,E,12,2230529
,ZATHSFJC,Central JV Softball,E,9,2260485
,ZATHSGJC,Central JV Girls Soccer,E,10,2250515
,ZATHFBVC,Central Football Varsity,E,12,2230536
,ZATHBDFC,Central Freshman Badminton,E,9,2260487
,ZATHFBSC,Central Sophomore Football,E,10,2250517
,ZATHWRVC,Central Varsity Wrestling,E,10,2250517
,ZATHBWJC,Central JV Boys Bowling,E,10,2250518
,ZATHWRVC,Central Varsity Wrestling,E,11,2240530
,ZATHSBVC,Central Boys Soccer Varsity,E,12,2230538
,ZATHSBVC,Central Boys Soccer Varsity,E,12,2230546
,ZACTSPEE,Speech Team,E,10,2250521
,ZATHSBFC,Central Freshman Boys Soccer,E,9,2260504
,ZATHSBVC,Central Boys Soccer Varsity,E,9,2260504
,ZATHCGVC,Cent. Girls X Country Varsity,E,12,2230549
,ZATHSBFC,Central Freshman Boys Soccer,E,9,2260494
,ZATHBBSC,Central Sophomore Baseball,E,10,2250525
,ZATHWRJC,Central JV Wrestling,E,11,2240537
,ZATHKBFC,Central Freshman Boys Basketba,E,9,2260497
,ZATHTBVC,Central Varsity Boys TrkFld,E,9,2260497
,ZATHCHJC,Central JV Cheerleading,E,9,4260535
,ZATHCBJC,Central JV Boys X Country,E,10,2250531
,ZATHTBVC,Central Varsity Boys TrkFld,E,10,2250531
,ZATHCWRG,Central Girls Wrestling,E,11,2240542
,ZATHVGFC,Central Freshman Girls Volleyb,E,9,2260845
,ZATHBDFC,Central Freshman Badminton,E,9,2260500
,ZATHFBVC,Central Football Varsity,E,11,2240958
,ZATHKBVC,Central Varsity Boys Basketbl,E,11,2240958
,ZATHFBVC,Central Football Varsity,E,11,2240555
,ZATHWRVC,Central Varsity Wrestling,E,11,2240555
,ZATHBWJC,Central JV Boys Bowling,E,9,2260503
,ZATHSGJC,Central JV Girls Soccer,E,10,2250540
,ZATHCBJC,Central JV Boys X Country,E,10,2250535
,ZATHWRJC,Central JV Wrestling,E,10,2250996
,ZATHCBVC,Central Boys X Country Varsity,E,11,2240546
,ZATHTBVC,Central Varsity Boys TrkFld,E,11,2240546
,ZATHWRVC,Central Varsity Wrestling,E,11,2240546
,ZATHBWVC,Central Boys Bowling Varsity,E,10,2250537
,ZATHFBSC,Central Sophomore Football,E,10,2250537
,ZATHVBJC,Central JV Boys Volleyball,E,10,2250537
,ZATHPMJC,Central JV Dance,E,9,2260510
,ZATHPMJC,Central JV Dance,E,9,2260512
,ZACTSPEE,Speech Team,E,11,2240552
,ZATHCBVC,Central Boys X Country Varsity,E,12,2230568
,ZATHSWBC,Central Boys Swimming,E,12,2230568
,ZATHSGVC,Central Varsity Girls Soccer,E,12,2230569
,ZATHFBSC,Central Sophomore Football,E,10,2250543
,ZATHVGVC,Central Girls Volleybl Varsity,E,9,2260852
,ZATHFBVC,Central Football Varsity,E,11,2241038
,ZATHBBVC,Central Varsity Baseball,E,12,2230571
,ZATHWRVC,Central Varsity Wrestling,E,11,2240553
,ZATHSGFC,Central Freshman Girls Soccer,E,9,2260516
,ZATHTBVC,Central Varsity Boys TrkFld,E,11,2241090
,ZATHWRJC,Central JV Wrestling,E,11,2241090
,ZATHCBVC,Central Boys X Country Varsity,E,11,2240563
,ZATHTBVC,Central Varsity Boys TrkFld,E,11,2240563
,ZATHCHVC,Central Cheerleading Varsity,E,9,2260523
,ZATHPMJC,Central JV Dance,E,9,2260523
,ZATHFBVC,Central Football Varsity,E,11,2240565
,ZATHKBVC,Central Varsity Boys Basketbl,E,11,2240565
,ZATHTBVC,Central Varsity Boys TrkFld,E,11,2240565
,ZACTSPEE,Speech Team,E,10,4250572
,ZATHTGVC,Central Varsity Girls TrkFld,E,12,2230907
,ZATHTGVC,Central Varsity Girls TrkFld,E,11,2240567
,ZATHWRJC,Central JV Wrestling,E,10,2250554
,ZATHTSVC,Cent. Girls Tennis Varsity,E,10,2250555
,ZATHVGFC,Central Freshman Girls Volleyb,E,9,2260527
,ZATHKBVC,Central Varsity Boys Basketbl,E,12,2231058
,ZATHTBVC,Central Varsity Boys TrkFld,E,12,2231058
,ZACTESPO,E-Sports,E,10,2250562
,ZATHSWBC,Central Boys Swimming,E,10,2250562
,ZACTESPO,E-Sports,E,9,2260530
,ZATHFBFC ,Central Freshman Football,E,9,2260530
,ZATHBBSC,Central Sophomore Baseball,E,9,2260533
,ZATHFBVC,Central Football Varsity,E,12,2230590
,ZATHSBVC,Central Boys Soccer Varsity,E,11,2241017
,ZACTESPO,E-Sports,E,10,2250569
,ZATHSBVC,Central Boys Soccer Varsity,E,11,2240592
,ZATHFBVC,Central Football Varsity,E,11,2240989
,ZATHCGVC,Cent. Girls X Country Varsity,E,12,2230610
,ZATHCWRG,Central Girls Wrestling,E,10,2250579
,ZATHFBSC,Central Sophomore Football,E,10,2250579
,ZATHCGVC,Cent. Girls X Country Varsity,E,12,2230614
,ZATHCBJC,Central JV Boys X Country,E,9,2260545
,ZATHTBVC,Central Varsity Boys TrkFld,E,9,2260545
,ZATHWRJC,Central JV Wrestling,E,9,2260545
,ZACTSCHO,Scholastic Bowl,E,12,2230615
,ZATHSBSC,Central JV Boys Soccer,E,10,2250586
,ZATHVGJC,Central JV Girls Volleyball ,E,12,2230626
,ZATHBDFC,Central Freshman Badminton,E,9,2260557
,ZATHPMJC,Central JV Dance,E,12,2230628
,ZATHPMVC,Central Dance,E,12,2230628
,ZACTSPEE,Speech Team,E,9,2260560
,ZATHFBFC ,Central Freshman Football,E,9,2260822
,ZATHWRJC,Central JV Wrestling,E,9,2260822
,ZACTSCHO,Scholastic Bowl,E,11,2240983
,ZATHSFVC,Central Varsity Softball,E,11,2240983
,ZATHTBVC,Central Varsity Boys TrkFld,E,9,2260567
,ZATHBDFC,Central Freshman Badminton,E,9,2260568
,ZATHVGFC,Central Freshman Girls Volleyb,E,9,2260568
,ZATHSBSC,Central JV Boys Soccer,E,10,2250615
,ZATHTGVC,Central Varsity Girls TrkFld,E,12,2231104
,ZATHVGFC,Central Freshman Girls Volleyb,E,9,2260574
,ZATHCGVC,Cent. Girls X Country Varsity,E,12,2230013
,ZATHFBSC,Central Sophomore Football,E,10,2251055
,ZATHWRJC,Central JV Wrestling,E,10,2251055
,ZATHSFJC,Central JV Softball,E,10,2250625
,ZACTSCHO,Scholastic Bowl,E,11,2240646
,ZATHPMVC,Central Dance,E,10,2250635
,ZATHCHJC,Central JV Cheerleading,E,10,2250649
,ZATHKBSC,Central Sophomore Boys Basketb,E,10,2250638
,ZATHVBFC,Central Freshman Boys Volleyba,E,9,2260986
,ZATHFBFC ,Central Freshman Football,E,9,2260581
,ZATHKGVC,Central Varsity Girls Basktbl,E,10,2250987
,ZATHFBSC,Central Sophomore Football,E,10,2250643
,ZATHKGVC,Central Varsity Girls Basktbl,E,11,4240294
,ZATHBWJC,Central JV Boys Bowling,E,9,2260585
,ZATHFBVC,Central Football Varsity,E,11,2240656
,ZATHTBVC,Central Varsity Boys TrkFld,E,11,2240656
,ZATHSBFC,Central Freshman Boys Soccer,E,9,2260586
,ZATHFBSC,Central Sophomore Football,E,10,2250636
,ZATHSBSC,Central JV Boys Soccer,E,10,2250929
,ZATHCHVC,Central Cheerleading Varsity,E,11,2240667
,ZATHSGJC,Central JV Girls Soccer,E,11,2240667
,ZATHCWRG,Central Girls Wrestling,E,12,4230699
,ZATHVBFC,Central Freshman Boys Volleyba,E,9,2260595
,ZATHCGVC,Cent. Girls X Country Varsity,E,11,2240669
,ZATHSGVC,Central Varsity Girls Soccer,E,11,2240669
,ZATHWRJC,Central JV Wrestling,E,11,2240675
,ZATHCHJC,Central JV Cheerleading,E,10,2250661
,ZATHBWJC,Central JV Boys Bowling,E,10,2250665
,ZATHTBVC,Central Varsity Boys TrkFld,E,10,2250665
,ZATHCWRG,Central Girls Wrestling,E,10,2250666
,ZATHSGVC,Central Varsity Girls Soccer,E,11,2240681
,ZATHCBVC,Central Boys X Country Varsity,E,11,2240684
,ZATHTBVC,Central Varsity Boys TrkFld,E,11,2240684
,ZATHSBSC,Central JV Boys Soccer,E,10,2250674
,ZATHWRJC,Central JV Wrestling,E,10,4250685
,ZATHBBVC,Central Varsity Baseball,E,12,2230687
,ZATHBWVC,Central Boys Bowling Varsity,E,12,2230687
,ZATHSBVC,Central Boys Soccer Varsity,E,11,2240693
,ZATHCBJC,Central JV Boys X Country,E,10,2250680
,ZATHVBVC,Central Varsity Boys Volleybl,E,10,2250680
,ZATHCBJC,Central JV Boys X Country,E,10,2250681
,ZATHFBFC ,Central Freshman Football,E,9,2260617
,ZATHKBFC,Central Freshman Boys Basketba,E,9,2260618
,ZATHTBVC,Central Varsity Boys TrkFld,E,9,2260618
,ZATHVBFC,Central Freshman Boys Volleyba,E,9,2260619
,ZATHPMJC,Central JV Dance,E,9,2260621
,ZATHVGFC,Central Freshman Girls Volleyb,E,9,2260623
,ZATHKGFC,Central Freshman Girls Basketb,E,9,4260700
,ZATHVBVC,Central Varsity Boys Volleybl,E,10,2250686
,ZATHWRVC,Central Varsity Wrestling,E,11,2240703
,ZATHSWBC,Central Boys Swimming,E,11,2240705
,ZATHFBFC ,Central Freshman Football,E,9,2260628
,ZATHTGVC,Central Varsity Girls TrkFld,E,11,2240710
,ZACTSPEE,Speech Team,E,12,2230950
,ZATHSBFC,Central Freshman Boys Soccer,E,9,2260629
,ZATHSBFC,Central Freshman Boys Soccer,E,9,2260630
,ZATHBDJC,Central JV Badminton,E,10,2250702
,ZATHFBVC,Central Football Varsity,E,11,2240722
,ZATHSGFC,Central Freshman Girls Soccer,E,9,2260631
,ZATHFBVC,Central Football Varsity,E,12,2230699
,ZATHSBSC,Central JV Boys Soccer,E,10,2250711
,ZATHSBVC,Central Boys Soccer Varsity,E,10,2250711
,ZATHTBVC,Central Varsity Boys TrkFld,E,10,2250712
,ZATHWRJC,Central JV Wrestling,E,10,2250712
,ZATHSBFC,Central Freshman Boys Soccer,E,9,2260641
,ZATHFBFC ,Central Freshman Football,E,9,2260642
,ZATHSBVC,Central Boys Soccer Varsity,E,12,2230704
,ZACTSPEE,Speech Team,E,10,2250727
,ZACTSCHO,Scholastic Bowl,E,12,2230918
,ZATHVBVC,Central Varsity Boys Volleybl,E,12,2230918
,ZATHFBFC ,Central Freshman Football,E,9,2260869
,ZATHVGFC,Central Freshman Girls Volleyb,E,9,2260870
,ZATHSFJC,Central JV Softball,E,9,2260871
,ZATHVGFC,Central Freshman Girls Volleyb,E,9,2260871
,ZATHTBVC,Central Varsity Boys TrkFld,E,10,2250734
,ZATHFBVC,Central Football Varsity,E,12,2230719
,ZATHVGVC,Central Girls Volleybl Varsity,E,9,2260872
,ZATHBBVC,Central Varsity Baseball,E,12,2230722
,ZATHFBFC ,Central Freshman Football,E,9,2260654
,ZATHBGVC,Central Varsity Girls Bowling,E,9,2260655
,ZATHCGVC,Cent. Girls X Country Varsity,E,9,2260657
,ZATHSGFC,Central Freshman Girls Soccer,E,9,2260657
,ZATHKGVC,Central Varsity Girls Basktbl,E,9,2260665
,ZATHKBFC,Central Freshman Boys Basketba,E,9,2260668
,ZATHSBSC,Central JV Boys Soccer,E,10,2250749
,ZATHVGFC,Central Freshman Girls Volleyb,E,9,2260670
,ZATHSBVC,Central Boys Soccer Varsity,E,11,2240759
,ZATHSBFC,Central Freshman Boys Soccer,E,9,2260846
,ZATHCBVC,Central Boys X Country Varsity,E,12,2230736
,ZATHTBVC,Central Varsity Boys TrkFld,E,12,2230736
,ZATHCBJC,Central JV Boys X Country,E,9,2260674
,ZATHTBVC,Central Varsity Boys TrkFld,E,9,2260674
,ZATHFBFC ,Central Freshman Football,E,9,2260677
,ZATHGGC,Cent. Girls Golf Varsity,E,12,2230741
,ZATHSGVC,Central Varsity Girls Soccer,E,12,2230741
,ZATHFBFC ,Central Freshman Football,E,9,2260873
,ZACTSPEE,Speech Team,E,10,2250981
,ZATHSWGC,Cent. Girls Swimming Varsity,E,10,2250981
,ZATHFBVC,Central Football Varsity,E,12,2230745
,ZATHVBVC,Central Varsity Boys Volleybl,E,10,2250949
,ZATHPMVC,Central Dance,E,12,2230753
,ZATHTGVC,Central Varsity Girls TrkFld,E,12,2230753
,ZATHTGVC,Central Varsity Girls TrkFld,E,10,2250762
,ZATHFBSC,Central Sophomore Football,E,10,2250771
,ZATHWRVC,Central Varsity Wrestling,E,10,2250771
,ZATHFBFC ,Central Freshman Football,E,9,2260688
,ZATHVBFC,Central Freshman Boys Volleyba,E,9,2260917
,ZATHFBSC,Central Sophomore Football,E,10,2250770
,ZATHFBSC,Central Sophomore Football,E,10,2250773
,ZATHKBSC,Central Sophomore Boys Basketb,E,10,2250773
,ZATHFBVC,Central Football Varsity,E,11,4240351
,ZATHGGC,Cent. Girls Golf Varsity,E,11,2240005
,ZATHGBC,Cent. Boys Golf Varsity,E,9,2260004
,ZATHVBFC,Central Freshman Boys Volleyba,E,9,2260004
,ZATHBDJC,Central JV Badminton,E,10,2250783
,ZATHFBVC,Central Football Varsity,E,11,2240006
,ZATHKBFC,Central Freshman Boys Basketba,E,9,2260704
,ZATHFBVC,Central Football Varsity,E,11,2240796
,ZATHTBVC,Central Varsity Boys TrkFld,E,11,2240796
,ZATHFBSC,Central Sophomore Football,E,10,2250951
,ZATHWRJC,Central JV Wrestling,E,10,2250951
,ZATHWRVC,Central Varsity Wrestling,E,10,2250792
,ZATHKBFC,Central Freshman Boys Basketba,E,9,4260777
,ZATHFBFC ,Central Freshman Football,E,9,2260708
,ZACTSPEE,Speech Team,E,12,2230779
,ZATHBDVC,Central Varsity Badminton,E,12,2230780
,ZATHBGVC,Central Varsity Girls Bowling,E,12,2230780
,ZATHVGVC,Central Girls Volleybl Varsity,E,12,2230780
,ZACTSPEE,Speech Team,E,9,2260875
,ZATHKGSC,Central Sophomore Girls Basket,E,10,2250952
,ZATHSBSC,Central JV Boys Soccer,E,9,2260711
,ZATHVBFC,Central Freshman Boys Volleyba,E,9,2260711
,ZATHVBJC,Central JV Boys Volleyball,E,9,2260711
,ZATHWRJC,Central JV Wrestling,E,9,2260711
,ZATHKGVC,Central Varsity Girls Basktbl,E,12,2230783
,ZATHKGVC,Central Varsity Girls Basktbl,E,11,2240802
,ZATHKBSC,Central Sophomore Boys Basketb,E,10,2250800
,ZATHKBFC,Central Freshman Boys Basketba,E,9,2260952
,ZATHKBVC,Central Varsity Boys Basketbl,E,10,2250803
,ZATHWRJC,Central JV Wrestling,E,10,2250804
,ZATHKGFC,Central Freshman Girls Basketb,E,9,2260718
,ZATHVBJC,Central JV Boys Volleyball,E,12,2230017
,ZATHBDJC,Central JV Badminton,E,10,2250811
,ZATHCGVC,Cent. Girls X Country Varsity,E,10,2250811
,ZATHVBJC,Central JV Boys Volleyball,E,12,2230016
,ZATHWRJC,Central JV Wrestling,E,10,2250815
,ZATHKGSC,Central Sophomore Girls Basket,E,10,2250817
,ZATHKGSC,Central Sophomore Girls Basket,E,12,2230804
,ZATHBDJC,Central JV Badminton,E,10,2250818
,ZATHFBVC,Central Football Varsity,E,12,2230808
,ZATHKBSC,Central Sophomore Boys Basketb,E,9,4260808
,ZATHTBVC,Central Varsity Boys TrkFld,E,9,4260808
,ZATHBWJC,Central JV Boys Bowling,E,12,2230810
,ZATHVGFC,Central Freshman Girls Volleyb,E,9,2260723
,ZATHKGVC,Central Varsity Girls Basktbl,E,12,2230811
,ZATHKBVC,Central Varsity Boys Basketbl,E,12,2230894
,ZATHPMJC,Central JV Dance,E,10,2250829
,ZATHPMJC,Central JV Dance,E,11,2240825
,ZATHVGFC,Central Freshman Girls Volleyb,E,9,2260728
,ZACTSPEE,Speech Team,E,11,2240828
,ZACTSCHO,Scholastic Bowl,E,11,2240830
,ZATHBWJC,Central JV Boys Bowling,E,10,2250835
,ZATHCWRG,Central Girls Wrestling,E,10,2250836
,ZATHBBFC,Central Freshman Baseball,E,9,2260737
,ZATHSBSC,Central JV Boys Soccer,E,10,2250837
,ZATHBDVC,Central Varsity Badminton,E,11,2240835
,ZATHSBFC,Central Freshman Boys Soccer,E,9,2260740
,ZATHCBJC,Central JV Boys X Country,E,10,2250985
,ZATHWRJC,Central JV Wrestling,E,10,2250985
,ZATHTBVC,Central Varsity Boys TrkFld,E,9,2260743
,ZATHFBVC,Central Football Varsity,E,12,4230873
,ZATHSBSC,Central JV Boys Soccer,E,11,2240867
,ZATHBGVC,Central Varsity Girls Bowling,E,11,2240842
,ZATHPMVC,Central Dance,E,12,2221156
,ZATHCWRG,Central Girls Wrestling,E,9,2260754
,ZATHFBFC ,Central Freshman Football,E,9,2260754
,ZATHFBVC,Central Football Varsity,E,12,2230835
,ZATHWRVC,Central Varsity Wrestling,E,12,2230835
,ZATHSBSC,Central JV Boys Soccer,E,10,2251045
,ZATHSBVC,Central Boys Soccer Varsity,E,12,2230839
,ZATHSBSC,Central JV Boys Soccer,E,11,2241018
,ZATHWRJC,Central JV Wrestling,E,10,2250984
,ZATHSFVC,Central Varsity Softball,E,11,2240852
,ZATHCBJC,Central JV Boys X Country,E,10,2250856
,ZATHTBVC,Central Varsity Boys TrkFld,E,10,2250856
,ZATHCWRG,Central Girls Wrestling,E,12,2230844
,ZATHBDFC,Central Freshman Badminton,E,9,2260757
,ZATHCHVC,Central Cheerleading Varsity,E,9,2260758
,ZATHSFVC,Central Varsity Softball,E,9,2260758
,ZATHVGVC,Central Girls Volleybl Varsity,E,11,4240852
,ZATHWRVC,Central Varsity Wrestling,E,10,2250861
,ZATHGBC,Cent. Boys Golf Varsity,E,12,2230005
,ZATHGBC,Cent. Boys Golf Varsity,E,10,2250003
,ZATHWRVC,Central Varsity Wrestling,E,10,2250863
,ZATHTBVC,Central Varsity Boys TrkFld,E,9,2260961
,ZATHTBVC,Central Varsity Boys TrkFld,E,12,2230849
,ZATHTGVC,Central Varsity Girls TrkFld,E,11,2240964
,ZATHFBSC,Central Sophomore Football,E,10,2250866
,ZATHKBSC,Central Sophomore Boys Basketb,E,10,2250866
,ZATHPMJC,Central JV Dance,E,12,2230851
,ZATHCBVC,Central Boys X Country Varsity,E,11,2240932
,ZATHBGVC,Central Varsity Girls Bowling,E,10,2251083
,ZATHKGVC,Central Varsity Girls Basktbl,E,11,4240407
,ZATHFBFC ,Central Freshman Football,E,9,2260973
,ZATHKBFC,Central Freshman Boys Basketba,E,9,2260973
,ZACTSPEE,Speech Team,E,10,2250871
,ZATHSFJC,Central JV Softball,E,10,2250871
,ZATHBBVC,Central Varsity Baseball,E,11,2240860
,ZATHVGFC,Central Freshman Girls Volleyb,E,9,2260768
,ZACTSPEE,Speech Team,E,12,2230856
,ZATHBBFC,Central Freshman Baseball,E,9,2260770
,ZATHFBFC ,Central Freshman Football,E,9,2260770
,ZATHKBFC,Central Freshman Boys Basketba,E,9,2260770
,ZATHFBSC,Central Sophomore Football,E,10,2250874
,ZATHPMJC,Central JV Dance,E,9,2260773
,ZATHCHVC,Central Cheerleading Varsity,E,9,2260774
,ZATHKGFC,Central Freshman Girls Basketb,E,9,2260774
,ZATHTGVC,Central Varsity Girls TrkFld,E,9,2260774
,ZATHFBFC ,Central Freshman Football,E,9,2260776
,ZATHKBVC,Central Varsity Boys Basketbl,E,12,2230865
,ZATHCWRG,Central Girls Wrestling,E,12,2231048
,ZATHKGSC,Central Sophomore Girls Basket,E,10,2250879
,ZATHTGVC,Central Varsity Girls TrkFld,E,10,2250879
,ZACTESPO,E-Sports,E,11,2241078
,ZATHKBFC,Central Freshman Boys Basketba,E,9,2260779
,ZATHFBFC ,Central Freshman Football,E,9,2260925
,ZATHKBFC,Central Freshman Boys Basketba,E,9,2260925
,ZATHTBVC,Central Varsity Boys TrkFld,E,9,2260925
,ZATHCBJC,Central JV Boys X Country,E,9,2260783
,ZATHFBFC ,Central Freshman Football,E,9,2260783
,ZATHKGVC,Central Varsity Girls Basktbl,E,9,2260784
,ZATHPMJC,Central JV Dance,E,10,2250886
,ZATHPMVC,Central Dance,E,10,2250886
,ZATHBDVC,Central Varsity Badminton,E,11,2240874
,ZATHSGFC,Central Freshman Girls Soccer,E,9,2260790
,ZATHCGVC,Cent. Girls X Country Varsity,E,12,2230883
,ZATHTGVC,Central Varsity Girls TrkFld,E,12,2230883
,ZATHCGVC,Cent. Girls X Country Varsity,E,10,2250895
,ZATHVGJC,Central JV Girls Volleyball ,E,10,2251028
,ZACTESPO,E-Sports,E,10,2250898
,ZATHSBVC,Central Boys Soccer Varsity,E,11,2240889
,ZATHSBVC,Central Boys Soccer Varsity,E,11,2240884
,ZATHFBFC ,Central Freshman Football,E,9,2260796
,ZATHTBVC,Central Varsity Boys TrkFld,E,9,2260796
,ZATHWRJC,Central JV Wrestling,E,9,2260796
,ZATHBBVC,Central Varsity Baseball,E,11,2240894
,ZATHFBVC,Central Football Varsity,E,11,2240894
,ZATHWRJC,Central JV Wrestling,E,11,2240894
,ZATHGGC,Cent. Girls Golf Varsity,E,9,2260799
,ZATHSGFC,Central Freshman Girls Soccer,E,9,2260799
,ZATHCGVC,Cent. Girls X Country Varsity,E,11,2240896
,1500,APEX IN,E,11,2240032
,1500,APEX IN,R,12,2230036
,1500,APEX IN,E,12,2230059
,1500,APEX IN,E,11,2241041
,1500,APEX IN,E,12,2231049
,1500,APEX IN,E,11,2240081
,1500,APEX IN,E,11,2240107
,1500,APEX IN,E,12,2230096
,1500,APEX IN,E,10,4250137
,1500,APEX IN,E,11,2240228
,1500,APEX IN,E,10,2251009
,1500,APEX IN,E,11,2240401
,1500,APEX IN,E,12,2230391
,1500,APEX IN,E,12,2230437
,1500,APEX IN,E,12,2210511
,1500,APEX IN,R,12,2230527
,1500,APEX IN,R,10,2250559
,1500,APEX IN,R,11,2241122
,1500,APEX IN,R,12,2210614
,1500,APEX IN,R,10,2251020
,1500,APEX IN,R,12,2230642
,1500,APEX IN,E,12,4220619
,1500,APEX IN,E,12,2231071
,1500,APEX IN,E,11,2240680
,1500,APEX IN,E,11,2240969
,1500,APEX IN,E,12,2230707
,1500,APEX IN,R,12,2220914
,1500,APEX IN,R,12,2230732
,1500,APEX IN,R,11,2240792
,1500,APEX IN,R,12,2230787
,1500,APEX IN,R,12,2220823
,1500,APEX IN,R,11,2240819
,1500,APEX IN,E,11,2240897
,1500,APEX IN,R,12,2230888
,1501,APEX Gateway to Graduation 2.0,E,12,2230019
,1501,APEX Gateway to Graduation 2.0,E,12,2231026
,1501,APEX Gateway to Graduation 2.0,E,11,2240055
,1501,APEX Gateway to Graduation 2.0,E,11,2240060
,1501,APEX Gateway to Graduation 2.0,E,12,2230066
,1501,APEX Gateway to Graduation 2.0,E,11,4240932
,1501,APEX Gateway to Graduation 2.0,E,11,2240117
,1501,APEX Gateway to Graduation 2.0,E,11,2240095
,1501,APEX Gateway to Graduation 2.0,E,12,2231085
,1501,APEX Gateway to Graduation 2.0,E,12,2231055
,1501,APEX Gateway to Graduation 2.0,E,12,2220154
,1501,APEX Gateway to Graduation 2.0,E,12,2230157
,1501,APEX Gateway to Graduation 2.0,E,12,2220970
,1501,APEX Gateway to Graduation 2.0,E,12,2230169
,1501,APEX Gateway to Graduation 2.0,E,12,2231072
,1501,APEX Gateway to Graduation 2.0,E,12,2230196
,1501,APEX Gateway to Graduation 2.0,E,11,2240260
,1501,APEX Gateway to Graduation 2.0,E,12,2231018
,1501,APEX Gateway to Graduation 2.0,R,10,2250257
,1501,APEX Gateway to Graduation 2.0,E,11,2240302
,1501,APEX Gateway to Graduation 2.0,E,12,2230249
,1501,APEX Gateway to Graduation 2.0,E,11,2240293
,1501,APEX Gateway to Graduation 2.0,E,10,2251000
,1501,APEX Gateway to Graduation 2.0,R,12,2230280
,1501,APEX Gateway to Graduation 2.0,E,12,2230283
,1501,APEX Gateway to Graduation 2.0,E,12,2230293
,1501,APEX Gateway to Graduation 2.0,E,12,2230312
,1501,APEX Gateway to Graduation 2.0,E,12,2230314
,1501,APEX Gateway to Graduation 2.0,E,12,2230360
,1501,APEX Gateway to Graduation 2.0,E,12,2231080
,1501,APEX Gateway to Graduation 2.0,E,12,2230967
,1501,APEX Gateway to Graduation 2.0,E,12,2230373
,1501,APEX Gateway to Graduation 2.0,E,12,2230379
,1501,APEX Gateway to Graduation 2.0,E,12,2230386
,1501,APEX Gateway to Graduation 2.0,E,12,2230414
,1501,APEX Gateway to Graduation 2.0,E,12,2230904
,1501,APEX Gateway to Graduation 2.0,E,11,2241012
,1501,APEX Gateway to Graduation 2.0,E,12,2230945
,1501,APEX Gateway to Graduation 2.0,E,12,2230442
,1501,APEX Gateway to Graduation 2.0,E,11,2241000
,1501,APEX Gateway to Graduation 2.0,E,11,2240477
,1501,APEX Gateway to Graduation 2.0,R,11,2241060
,1501,APEX Gateway to Graduation 2.0,E,12,2230510
,1501,APEX Gateway to Graduation 2.0,E,12,2231101
,1501,APEX Gateway to Graduation 2.0,E,12,4230532
,1501,APEX Gateway to Graduation 2.0,E,11,2241079
,1501,APEX Gateway to Graduation 2.0,E,12,2220507
,1501,APEX Gateway to Graduation 2.0,E,12,2230560
,1501,APEX Gateway to Graduation 2.0,R,12,2230567
,1501,APEX Gateway to Graduation 2.0,R,10,4250551
,1501,APEX Gateway to Graduation 2.0,R,12,2210563
,1501,APEX Gateway to Graduation 2.0,E,11,2240561
,1501,APEX Gateway to Graduation 2.0,R,11,4240259
,1501,APEX Gateway to Graduation 2.0,R,12,2230907
,1501,APEX Gateway to Graduation 2.0,R,11,2240572
,1501,APEX Gateway to Graduation 2.0,R,11,2241043
,1501,APEX Gateway to Graduation 2.0,R,10,2251097
,1501,APEX Gateway to Graduation 2.0,E,12,4211077
,1501,APEX Gateway to Graduation 2.0,R,10,2250926
,1501,APEX Gateway to Graduation 2.0,R,10,2250561
,1501,APEX Gateway to Graduation 2.0,R,11,2240579
